fonte,host,clube,query,url,arquivo,tstamp,titulo,data_documento,pdf_id,ficheiro_pdf,ficheiro_texto
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR41514.pdf,https://arquivo.pt/wayback/20150422175003/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR41514.pdf,20150422175003,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,65a9cb26049f61c9,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/65a9cb26049f61c9.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/65a9cb26049f61c9.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52205.pdf,https://arquivo.pt/wayback/20150422185306/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52205.pdf,20150422185306,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,30abaefee31682b8,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/30abaefee31682b8.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/30abaefee31682b8.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR46922.pdf,https://arquivo.pt/wayback/20160210132500/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR46922.pdf,20160210132500,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,861c8439ad3d960c,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/861c8439ad3d960c.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/861c8439ad3d960c.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT47770.pdf,https://arquivo.pt/wayback/20150422191726/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT47770.pdf,20150422191726,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,70b18f5a19d61025,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/70b18f5a19d61025.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/70b18f5a19d61025.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR57044.pdf,https://arquivo.pt/wayback/20160210115443/http://web3.cmvm.pt/sdi/emitentes/docs/FR57044.pdf,20160210115443,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,750fd8558411d365,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/750fd8558411d365.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/750fd8558411d365.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR37794.pdf,https://arquivo.pt/wayback/20150422193933/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR37794.pdf,20150422193933,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,4c6b9711ec1753c5,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/4c6b9711ec1753c5.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/4c6b9711ec1753c5.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT50666.pdf,https://arquivo.pt/wayback/20150422172545/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT50666.pdf,20150422172545,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,4e7ed406d5112bab,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/4e7ed406d5112bab.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/4e7ed406d5112bab.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PC42041.pdf,https://arquivo.pt/wayback/20150422185231/http://web3.cmvm.pt/sdi2004/emitentes/docs/PC42041.pdf,20150422185231,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,d392a939e57f10d2,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/d392a939e57f10d2.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/d392a939e57f10d2.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT53077.pdf,https://arquivo.pt/wayback/20150422193154/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT53077.pdf,20150422193154,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,5ce6131a51223ac1,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5ce6131a51223ac1.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5ce6131a51223ac1.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS48780.pdf,https://arquivo.pt/wayback/20150422191827/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS48780.pdf,20150422191827,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,822319bbf8432a84,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/822319bbf8432a84.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/822319bbf8432a84.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS54050.pdf,https://arquivo.pt/wayback/20150422173929/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS54050.pdf,20150422173929,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,5b17d60d782f95bb,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5b17d60d782f95bb.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5b17d60d782f95bb.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR45463.pdf,https://arquivo.pt/wayback/20150422193906/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR45463.pdf,20150422193906,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,616b5ce6aa90f708,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/616b5ce6aa90f708.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/616b5ce6aa90f708.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS43664.pdf,https://arquivo.pt/wayback/20150422184842/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS43664.pdf,20150422184842,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,5d85c84efaf063fc,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/5d85c84efaf063fc.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/5d85c84efaf063fc.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT39786.pdf,https://arquivo.pt/wayback/20150422192304/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT39786.pdf,20150422192304,"Sport Lisboa e Benfica - Futebol, SAD",2015-04-22,9800730e66f1ca45,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/9800730e66f1ca45.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/9800730e66f1ca45.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PC47391.pdf,https://arquivo.pt/wayback/20160210132625/http://web3.cmvm.pt/sdi2004/emitentes/docs/PC47391.pdf,20160210132625,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,60077dda1f2e04e9,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/60077dda1f2e04e9.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/60077dda1f2e04e9.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PC57498.pdf,https://arquivo.pt/wayback/20160210121421/http://web3.cmvm.pt/sdi/emitentes/docs/PC57498.pdf,20160210121421,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,c8aee453812267a8,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/c8aee453812267a8.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/c8aee453812267a8.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/RGS57499.pdf,https://arquivo.pt/wayback/20160210121517/http://web3.cmvm.pt/sdi/emitentes/docs/RGS57499.pdf,20160210121517,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,1140a2c9df8753bd,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/1140a2c9df8753bd.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/1140a2c9df8753bd.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PCT57900.pdf,https://arquivo.pt/wayback/20160210135941/http://web3.cmvm.pt/sdi/emitentes/docs/PCT57900.pdf,20160210135941,"Sport Lisboa e Benfica - Futebol, SAD",2016-02-10,7cac5e3d09d9d2bd,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/7cac5e3d09d9d2bd.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/7cac5e3d09d9d2bd.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PCT60555.pdf,https://arquivo.pt/wayback/20170221163213/http://web3.cmvm.pt/sdi/emitentes/docs/PCT60555.pdf,20170221163213,"Sport Lisboa e Benfica - Futebol, SAD",2017-02-21,765c7c23c4063748,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/765c7c23c4063748.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/765c7c23c4063748.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PCT55890.pdf,https://arquivo.pt/wayback/20170221161613/http://web3.cmvm.pt/sdi/emitentes/docs/PCT55890.pdf,20170221161613,"Sport Lisboa e Benfica - Futebol, SAD",2017-02-21,e84df734205b3122,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e84df734205b3122.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e84df734205b3122.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PCS58888.pdf,https://arquivo.pt/wayback/20160614025444/http://web3.cmvm.pt/sdi/emitentes/docs/PCS58888.pdf,20160614025444,"Sport Lisboa e Benfica - Futebol, SAD",2016-06-14,a575cbe34d31d518,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/a575cbe34d31d518.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/a575cbe34d31d518.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR42464.pdf,https://arquivo.pt/wayback/20160605221023/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR42464.pdf,20160605221023,"Sport Lisboa e Benfica - Futebol, SAD",2016-06-05,50bb502831e24e48,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/50bb502831e24e48.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/50bb502831e24e48.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/RGS42040.pdf,https://arquivo.pt/wayback/20160605221105/http://web3.cmvm.pt/sdi2004/emitentes/docs/RGS42040.pdf,20160605221105,"Sport Lisboa e Benfica - Futebol, SAD",2016-06-05,37f2cb056ff97875,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/37f2cb056ff97875.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/37f2cb056ff97875.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PCS54050.pdf,https://arquivo.pt/wayback/20151206213249/http://web3.cmvm.pt/sdi/emitentes/docs/PCS54050.pdf,20151206213249,"Sport Lisboa e Benfica - Futebol, SAD",2015-12-06,4f88ad63c1d70b6e,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/4f88ad63c1d70b6e.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/4f88ad63c1d70b6e.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/CONV57552.pdf,https://arquivo.pt/wayback/20151206212557/http://web3.cmvm.pt/sdi/emitentes/docs/CONV57552.pdf,20151206212557,,2015-12-06,f1b3461f4b1b9aa2,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/f1b3461f4b1b9aa2.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/f1b3461f4b1b9aa2.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR26264.pdf,https://arquivo.pt/wayback/20160210132334/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR26264.pdf,20160210132334,,2016-02-10,ba58c7c4e6b535a2,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/ba58c7c4e6b535a2.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/ba58c7c4e6b535a2.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR21188.pdf,https://arquivo.pt/wayback/20170221175049/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR21188.pdf,20170221175049,Microsoft Word - Acordo Gestifute Sidnei e Di Maria 25-11-2008.docx,2017-02-21,3fcd67669c683b09,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/3fcd67669c683b09.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/3fcd67669c683b09.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt//sdi2004//emitentes//docs//FR46922.pdf,https://arquivo.pt/wayback/20170221183817/http://web3.cmvm.pt//sdi2004//emitentes//docs//FR46922.pdf,20170221183817,"Sport Lisboa e Benfica - Futebol, SAD",2017-02-21,742181acc17c6800,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/742181acc17c6800.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/742181acc17c6800.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR35657.pdf,https://arquivo.pt/wayback/20170221184938/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR35657.pdf,20170221184938,Capital Social: € 75,2017-02-21,99a9bae08161c12c,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/99a9bae08161c12c.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/99a9bae08161c12c.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR27133.pdf,https://arquivo.pt/wayback/20161110113656/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR27133.pdf,20161110113656,Microsoft Word - Comunicado Contas 1ºSemestre 2009-2010.doc,2016-11-10,287c5abe83eff4eb,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/287c5abe83eff4eb.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/287c5abe83eff4eb.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd27155.pdf,https://arquivo.pt/wayback/20170221184301/http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd27155.pdf,20170221184301,,2017-02-21,f2a7ef817d6bd40a,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/f2a7ef817d6bd40a.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/f2a7ef817d6bd40a.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PQ63613.pdf,https://arquivo.pt/wayback/20170815022923/http://web3.cmvm.pt/sdi/emitentes/docs/PQ63613.pdf,20170815022923,,2017-08-15,e5140cc086e5bc5f,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e5140cc086e5bc5f.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e5140cc086e5bc5f.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR66168.pdf,https://arquivo.pt/wayback/20171223013530/http://web3.cmvm.pt/sdi/emitentes/docs/FR66168.pdf,20171223013530,Capital Social: € 75,2017-12-23,37b770618f4607ca,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/37b770618f4607ca.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/37b770618f4607ca.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS17632.pdf,https://arquivo.pt/wayback/20170221183141/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCS17632.pdf,20170221183141,(Microsoft Word - Notas 1\272 Semestre 2007_2008_v2.doc),2017-02-21,933564966949fa51,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/933564966949fa51.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/933564966949fa51.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR65117.pdf,https://arquivo.pt/wayback/20170819025431/http://web3.cmvm.pt/sdi/emitentes/docs/FR65117.pdf,20170819025431,Capital Social: € 75,2017-08-19,a4dd188a6b7c2a74,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/a4dd188a6b7c2a74.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/a4dd188a6b7c2a74.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR64863.pdf,https://arquivo.pt/wayback/20170806074612/http://web3.cmvm.pt/sdi/emitentes/docs/FR64863.pdf,20170806074612,,2017-08-06,f78278098bdecb67,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/f78278098bdecb67.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/f78278098bdecb67.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PC11270.pdf,https://arquivo.pt/wayback/20170221180550/http://web3.cmvm.pt/sdi2004/emitentes/docs/PC11270.pdf,20170221180550,,2017-02-21,7edb8ac3de996b64,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/7edb8ac3de996b64.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/7edb8ac3de996b64.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52059.pdf,https://arquivo.pt/wayback/20170221161803/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR52059.pdf,20170221161803,,2017-02-21,ba0652c7e2ce6de6,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/ba0652c7e2ce6de6.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/ba0652c7e2ce6de6.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT24157.pdf,https://arquivo.pt/wayback/20170228162736/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT24157.pdf,20170228162736,Microsoft Word - Comunicado Contas 3ºTrimestre 2008-2009.doc,2017-02-28,851c0da4263c028d,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/851c0da4263c028d.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/851c0da4263c028d.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR65650.pdf,https://arquivo.pt/wayback/20171223021441/http://web3.cmvm.pt/sdi/emitentes/docs/FR65650.pdf,20171223021441,,2017-12-23,0a265fd718700c7b,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/0a265fd718700c7b.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/0a265fd718700c7b.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PC4759.pdf,https://arquivo.pt/wayback/20170221185042/http://web3.cmvm.pt/sdi2004/emitentes/docs/PC4759.pdf,20170221185042,,2017-02-21,6cd3018e6cb20e82,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/6cd3018e6cb20e82.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/6cd3018e6cb20e82.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT26190.pdf,https://arquivo.pt/wayback/20171223004155/http://web3.cmvm.pt/sdi2004/emitentes/docs/PCT26190.pdf,20171223004155,Microsoft Word - Comunicado Contas 1ºTrimestre 2009-2010.doc,2017-12-23,d2299f641ab2c12a,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/d2299f641ab2c12a.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/d2299f641ab2c12a.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/FR57922.pdf,https://arquivo.pt/wayback/20170228162133/http://web3.cmvm.pt/sdi/emitentes/docs/FR57922.pdf,20170228162133,Capital Social: € 75,2017-02-28,41a966220933775b,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/41a966220933775b.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/41a966220933775b.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/fsd67301.pdf,https://arquivo.pt/wayback/20170221183403/http://web3.cmvm.pt/sdi/emitentes/docs/fsd67301.pdf,20170221183403,,2017-02-21,8592141e134c51f0,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/8592141e134c51f0.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/8592141e134c51f0.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/PC57822.pdf,https://arquivo.pt/wayback/20151206212518/http://web3.cmvm.pt/sdi/emitentes/docs/PC57822.pdf,20151206212518,untitled,2015-12-06,378bedf7cc253c9f,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/378bedf7cc253c9f.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/378bedf7cc253c9f.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/FR24326.pdf,https://arquivo.pt/wayback/20170221161223/http://web3.cmvm.pt/sdi2004/emitentes/docs/FR24326.pdf,20170221161223,Microsoft Word - Comunicação Acordo Princípio Braga Jorge Jesus.docx,2017-02-21,e502d35f32613b4e,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/e502d35f32613b4e.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/e502d35f32613b4e.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/fsd150611.pdf,https://arquivo.pt/wayback/20170221180121/http://web3.cmvm.pt/sdi/emitentes/docs/fsd150611.pdf,20170221180121,,2017-02-21,93c4d4b47fe05997,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/93c4d4b47fe05997.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/93c4d4b47fe05997.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi/emitentes/docs/COVM66310.pdf,https://arquivo.pt/wayback/20171217184630/http://web3.cmvm.pt/sdi/emitentes/docs/COVM66310.pdf,20171217184630,Capital Social: € 75,2017-12-17,1032d29e10b01fbb,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/1032d29e10b01fbb.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/1032d29e10b01fbb.txt
cmvm,web3.cmvm.pt,benfica,"""Sport Lisboa e Benfica - Futebol SAD""",http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd29830.pdf,https://arquivo.pt/wayback/20160210135438/http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd29830.pdf,20160210135438,,2016-02-10,977848ce5786dc08,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/raw_pdf/977848ce5786dc08.pdf,/content/drive/MyDrive/Colab Notebooks/projeto_nlp/textos_pdf/977848ce5786dc08.txt
